,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date,Ave DNI Jan,Ave GHI Jan,Ave Lat Tilt Jan,Ave DNI Aug,Ave GHI Aug,Ave Lat Tilt Aug
668,Sumter,28.71,-82.08,35.56,55.0,0.0,2.68,US,1596307564.0,4.83,3.42,4.93,4.24,5.47,5.41
669,Ciudad de Allende,25.28,-100.02,28.0,61.0,75.0,5.1,MX,1596307564.0,,,,,,
670,Saint-Prosper,46.21,-70.48,26.11,42.0,5.0,0.89,CA,1596307564.0,,,,,,
671,La Tuque,47.43,-72.78,27.88,40.0,72.0,1.86,CA,1596307325.0,,,,,,
672,Bradford,53.79,-1.75,16.11,63.0,20.0,6.7,GB,1596307306.0,,,,,,
673,Coaldale,49.72,-112.62,25.0,61.0,75.0,5.7,CA,1596307565.0,,,,,,
674,Fountain Hills,33.61,-111.72,38.89,32.0,1.0,3.55,US,1596307374.0,6.25,3.38,5.64,7.44,6.83,6.86
675,Utica,43.1,-75.23,30.0,42.0,1.0,1.27,US,1596307327.0,2.13,1.48,2.62,4.56,5.19,5.35
676,Hailey,43.52,-114.32,29.0,30.0,5.0,4.6,US,1596307348.0,2.49,1.58,2.9,8.66,6.74,7.07
677,Plymouth,41.83,-70.83,32.0,54.0,1.0,5.1,US,1596307565.0,3.12,1.9,3.53,4.35,5.21,5.37
678,Dodge City,37.75,-100.02,29.0,48.0,1.0,2.6,US,1596307492.0,4.92,2.65,4.76,6.48,6.24,6.38
679,Brookings,44.31,-96.8,24.44,69.0,75.0,7.7,US,1596307272.0,2.25,1.43,2.66,5.57,5.55,5.81
680,Ciudad Juárez,31.73,-106.48,34.0,33.0,5.0,2.35,MX,1596307431.0,6.79,3.78,5.8,6.59,6.58,6.35
681,Port Hope,43.94,-82.71,27.0,73.0,100.0,4.1,US,1596307566.0,1.41,1.22,1.99,4.85,5.36,5.57
682,Woodland,38.68,-121.77,26.67,50.0,1.0,1.5,US,1596307566.0,2.4,1.95,3.12,8.18,7.13,7.37
683,Staunton,38.15,-79.07,30.0,74.0,90.0,2.1,US,1596307302.0,3.81,2.34,4.04,4.57,5.52,5.59
684,Kissimmee,28.3,-81.42,34.44,52.0,1.0,3.6,US,1596307566.0,5.05,3.54,5.08,4.42,5.59,5.52
685,Vernon,50.26,-119.27,29.44,30.0,1.0,1.5,CA,1596307566.0,,,,,,
686,Rapid City,44.08,-103.23,26.11,53.0,40.0,4.1,US,1596307453.0,4.22,1.97,4.2,6.77,6.07,6.42
687,Cheyenne,41.14,-104.82,27.22,24.0,1.0,2.6,US,1596307278.0,4.62,2.28,4.48,6.24,5.96,6.15
688,Moundsville,39.92,-80.74,26.67,74.0,90.0,4.1,US,1596307567.0,2.63,1.83,3.1,4.1,5.24,5.33
689,Fayetteville,35.05,-78.88,34.0,52.0,40.0,4.6,US,1596307391.0,4.25,2.66,4.34,4.42,5.54,5.56
690,Troy,42.61,-83.15,27.22,78.0,90.0,2.1,US,1596307433.0,2.27,1.62,2.84,4.34,5.2,5.35
691,Sparks,39.53,-119.75,29.44,9.0,20.0,2.1,US,1596307354.0,4.64,2.4,4.51,9.11,7.18,7.39
692,Steamboat Springs,40.48,-106.83,29.44,16.0,1.0,2.6,US,1596307567.0,2.85,1.82,3.16,6.73,6.01,6.11
693,Jamestown,42.1,-79.24,25.0,73.0,75.0,4.1,US,1596307567.0,1.74,1.44,2.35,4.22,5.12,5.23
694,Placerville,38.73,-120.8,32.78,16.0,1.0,2.6,US,1596307426.0,3.2,2.14,3.65,8.82,7.29,7.51
695,Brunswick,41.24,-81.84,25.0,83.0,90.0,3.1,US,1596307562.0,2.31,1.68,2.87,4.37,5.25,5.37
696,Front Royal,38.92,-78.19,30.0,66.0,75.0,3.6,US,1596307564.0,3.51,2.18,3.8,4.31,5.37,5.45
697,Hamburg,53.55,10.0,24.44,73.0,100.0,5.7,DE,1596307502.0,,,,,,
698,Oroville,39.51,-121.56,28.89,42.0,1.0,2.1,US,1596307568.0,2.69,1.92,3.22,8.05,7.08,7.36
699,Nuevo Laredo,27.48,-99.52,31.0,58.0,75.0,2.5,MX,1596307568.0,4.1,3.21,4.42,6.49,6.54,6.42
700,Miami,25.77,-80.19,32.22,59.0,40.0,6.7,US,1596307365.0,5.36,3.87,5.33,4.76,5.87,5.77
701,North Tonawanda,43.04,-78.86,31.0,35.0,1.0,4.6,US,1596307569.0,1.7,1.39,2.3,4.83,5.31,5.48
702,Glens Falls,43.31,-73.64,31.11,39.0,1.0,1.63,US,1596307360.0,2.95,1.74,3.33,4.48,5.13,5.29
703,Rio Linda,38.69,-121.45,29.44,44.0,1.0,0.29,US,1596307569.0,2.29,1.92,3.03,8.14,7.11,7.36
704,Millington,35.34,-89.9,22.78,100.0,90.0,3.1,US,1596307473.0,3.23,2.28,3.59,5.44,6.03,6.1
705,Northport,33.23,-87.58,30.0,70.0,100.0,0.45,US,1596307569.0,3.77,2.57,3.95,4.63,5.72,5.72
706,Puerto Palomas,31.77,-107.62,33.0,21.0,1.0,2.6,MX,1596307569.0,6.98,3.79,5.86,6.72,6.57,6.31
707,Kingsville,27.52,-97.86,33.0,55.0,1.0,2.15,US,1596307569.0,3.45,2.93,3.96,5.54,6.16,6.05
708,Redwater,33.36,-94.25,29.0,48.0,1.0,4.1,US,1596307569.0,3.72,2.55,3.93,5.94,6.25,6.27
709,Streator,41.12,-88.84,25.0,73.0,90.0,2.6,US,1596307570.0,2.17,1.59,2.68,4.78,5.37,5.52
710,Winder,33.99,-83.72,32.22,49.0,75.0,3.6,US,1596307570.0,4.22,2.72,4.3,4.46,5.61,5.6
711,Isla Vista,34.41,-119.86,23.0,60.0,1.0,3.6,US,1596307376.0,4.84,3.05,4.97,7.06,6.79,6.86
712,Dothan,31.22,-85.39,33.89,52.0,20.0,4.1,US,1596307570.0,4.24,2.94,4.39,4.32,5.56,5.53
713,Timberlake,37.32,-79.26,30.56,66.0,75.0,2.1,US,1596307570.0,4.03,2.44,4.18,4.6,5.6,5.65
714,Quartz Hill,34.65,-118.22,37.78,10.0,1.0,7.2,US,1596307570.0,5.73,3.21,5.41,8.62,7.39,7.45
715,Bowling Green,36.99,-86.44,27.78,83.0,90.0,2.6,US,1596307571.0,3.04,2.11,3.42,4.92,5.74,5.81
716,Henderson,36.04,-114.98,42.0,8.0,1.0,6.7,US,1596307503.0,6.12,3.19,5.63,8.02,6.87,6.94
717,Brigham City,41.51,-112.02,35.56,8.0,1.0,1.5,US,1596307571.0,2.85,1.73,3.12,8.42,6.89,7.16
718,Kenora,49.82,-94.43,21.0,60.0,75.0,5.7,CA,1596307571.0,,,,,,
719,Red Bluff,40.18,-122.24,35.56,25.0,1.0,0.81,US,1596307571.0,3.08,1.94,3.43,8.58,7.16,7.45
720,Warsaw,52.23,21.01,22.78,56.0,1.0,2.6,PL,1596307310.0,,,,,,
721,Camp Verde,34.56,-111.85,38.33,27.0,0.0,3.44,US,1596307571.0,6.27,3.26,5.58,6.6,6.24,6.24
722,Midland,32.0,-102.08,33.0,27.0,40.0,2.1,US,1596307572.0,5.53,3.41,5.33,6.78,6.6,6.57
723,Matagami,49.75,-77.63,28.0,45.0,20.0,2.5,CA,1596307572.0,,,,,,
724,Magnolia,33.27,-93.24,30.56,61.0,40.0,2.1,US,1596307572.0,3.52,2.48,3.77,5.41,6.06,6.07
725,Tarboro,35.9,-77.54,33.0,62.0,40.0,2.1,US,1596307572.0,4.2,2.59,4.31,4.68,5.62,5.67
726,Thessalon,46.25,-83.57,26.0,44.0,1.0,2.6,CA,1596307572.0,1.69,1.16,2.16,5.18,5.25,5.54
727,Palestine,31.92,35.2,28.33,74.0,0.0,2.1,PS,1596307572.0,,,,,,
728,Del Rio,29.36,-100.9,37.0,32.0,1.0,2.6,US,1596307572.0,4.61,3.25,4.7,6.26,6.34,6.24
729,Petersburg,37.23,-77.4,31.0,58.0,75.0,1.14,US,1596307573.0,4.02,2.44,4.17,4.44,5.5,5.57
730,Toccoa,34.58,-83.33,32.22,49.0,75.0,2.1,US,1596307573.0,4.39,2.71,4.4,4.78,5.81,5.83
731,Evansville,37.97,-87.56,27.0,69.0,90.0,4.1,US,1596307573.0,2.93,2.03,3.34,5.39,5.9,6.02
732,Gallup,35.53,-108.74,31.0,22.0,1.0,6.2,US,1596307573.0,6.27,3.08,5.46,6.76,6.23,6.24
733,Topolobampo,25.6,-109.05,34.44,46.0,40.0,2.1,MX,1596307505.0,,,,,,
734,Linares,-35.85,-71.6,11.3,84.0,100.0,4.76,CL,1596307573.0,,,,,,
735,Sulphur,30.24,-93.38,28.89,78.0,40.0,3.6,US,1596307573.0,3.61,2.73,3.91,4.55,5.65,5.6
736,Dickson,36.08,-87.39,25.0,88.0,75.0,3.6,US,1596307433.0,3.11,2.18,3.46,4.92,5.74,5.79
737,Cape Girardeau,37.31,-89.52,21.11,83.0,90.0,4.1,US,1596307574.0,3.01,2.08,3.39,5.46,5.9,6.0
738,Alabaster,33.24,-86.82,31.67,62.0,75.0,3.1,US,1596307574.0,3.9,2.63,4.05,4.5,5.66,5.66
739,Council Bluffs,41.26,-95.86,29.0,45.0,75.0,4.1,US,1596307574.0,3.18,1.92,3.5,5.21,5.58,5.76
740,Coldwater,41.94,-85.0,22.0,83.0,90.0,3.1,US,1596307574.0,1.91,1.5,2.49,4.36,5.21,5.35
741,Benito Juarez,19.39,-99.17,22.0,53.0,75.0,4.6,MX,1596307574.0,,,,,,
742,Clearlake,38.96,-122.63,32.78,30.0,0.0,0.83,US,1596307574.0,3.18,2.14,3.64,8.53,7.21,7.45
743,Morden,49.19,-98.1,24.0,53.0,20.0,7.7,CA,1596307358.0,,,,,,
744,Laurel,39.1,-76.85,31.67,66.0,40.0,3.1,US,1596307575.0,3.61,2.18,3.84,4.38,5.41,5.5
745,Rupert,42.62,-113.68,31.0,25.0,1.0,4.1,US,1596307575.0,3.07,1.7,3.23,8.34,6.75,7.07
746,Sainte-Martine,45.25,-73.8,30.0,51.0,20.0,2.1,CA,1596307575.0,,,,,,
747,Poplar Bluff,36.76,-90.39,23.0,73.0,90.0,5.94,US,1596307295.0,3.37,2.22,3.65,5.72,6.04,6.14
748,Champaign,40.13,-88.2,21.67,83.0,90.0,4.1,US,1596307314.0,2.84,1.86,3.22,4.66,5.46,5.6
749,Asheville,35.6,-82.55,30.56,48.0,1.0,6.7,US,1596307295.0,4.36,2.67,4.42,4.32,5.59,5.62
750,Walkerton,41.47,-86.48,21.11,77.0,90.0,2.6,US,1596307576.0,1.92,1.54,2.54,4.47,5.29,5.34
751,Auburndale,28.07,-81.79,34.44,46.0,40.0,3.1,US,1596307576.0,4.99,3.55,5.07,4.31,5.55,5.48
752,Monticello,45.31,-93.79,26.11,57.0,75.0,2.06,US,1596307576.0,2.13,1.36,2.57,5.25,5.34,5.61
753,Bridgton,44.05,-70.71,31.11,56.0,85.0,1.52,US,1596307576.0,3.05,1.73,3.42,4.8,5.22,5.44
754,Aldergrove,49.06,-122.47,21.67,64.0,20.0,5.1,CA,1596307576.0,,,,,,
755,Wapakoneta,40.57,-84.19,23.89,94.0,90.0,2.1,US,1596307576.0,2.14,1.64,2.7,4.49,5.37,5.5
756,Clearwater,27.97,-82.8,35.56,41.0,1.0,2.1,US,1596307416.0,5.18,3.62,5.18,4.43,5.56,5.48
757,Grants,35.15,-107.85,31.0,22.0,1.0,4.1,US,1596307577.0,6.75,3.29,5.8,6.18,5.91,5.87
758,Arrondissement du Havre,49.58,0.33,20.0,77.0,33.0,3.1,FR,1596307577.0,,,,,,
759,Ures,29.43,-110.4,36.67,42.0,0.0,2.68,MX,1596307577.0,,,,,,
760,Edgewater,28.99,-80.9,33.89,55.0,20.0,3.1,US,1596307577.0,4.98,3.45,5.02,4.79,5.77,5.72
761,Pampa,35.54,-100.96,31.0,29.0,40.0,3.6,US,1596307577.0,5.52,3.03,5.19,6.45,6.36,6.42
762,Waynesville,35.49,-82.99,30.0,65.0,0.0,4.58,US,1596307577.0,4.38,2.67,4.41,3.82,5.19,5.17
763,Taft,31.75,54.21,34.0,21.0,5.0,3.1,IR,1596307578.0,,,,,,
764,Corvallis,44.56,-123.26,23.89,60.0,1.0,1.24,US,1596307578.0,1.45,1.18,1.98,6.65,6.06,6.42
765,Portales,34.19,-103.33,31.67,32.0,1.0,4.1,US,1596307578.0,6.04,3.31,5.54,6.71,6.58,6.61
766,Satellite Beach,28.18,-80.59,33.33,62.0,75.0,3.6,US,1596307578.0,5.14,3.56,5.11,5.21,5.99,5.92
767,Mason City,43.15,-93.2,27.0,42.0,1.0,1.54,US,1596307385.0,2.53,1.56,2.9,4.93,5.36,5.56
768,Paisley,55.83,-4.43,16.0,63.0,75.0,5.1,GB,1596307578.0,,,,,,
769,Lynnwood,47.82,-122.32,19.44,77.0,100.0,0.45,US,1596307481.0,1.38,1.0,1.86,5.73,5.45,5.85
770,Corinth,37.94,22.96,30.56,43.0,58.0,1.34,GR,1596307579.0,,,,,,
771,Virden,39.5,-89.77,22.0,73.0,90.0,4.1,US,1596307385.0,2.86,1.91,3.26,5.25,5.66,5.79
772,Belle Fourche,44.67,-103.85,26.67,50.0,68.0,1.79,US,1596307314.0,3.75,1.78,3.79,7.11,6.21,6.6
773,Lively,46.43,-81.15,27.22,47.0,75.0,1.0,CA,1596307579.0,,,,,,
774,Greensburg,40.3,-79.54,26.0,83.0,90.0,3.6,US,1596307579.0,2.46,1.79,2.99,4.03,5.21,5.29
775,Escanaba,45.75,-87.06,27.22,64.0,1.0,5.7,US,1596307579.0,2.54,1.42,2.88,5.03,5.27,5.55
776,Villa Unión,23.2,-106.23,31.0,66.0,40.0,3.6,MX,1596307579.0,,,,,,
777,Borger,52.92,6.79,21.67,78.0,35.0,2.24,NL,1596307580.0,,,,,,
778,Whitefish,48.41,-114.34,27.22,47.0,1.0,3.6,US,1596307580.0,2.45,1.11,2.53,6.66,5.76,6.18
779,Fuquay-Varina,35.58,-78.8,35.0,100.0,72.0,0.45,US,1596307580.0,4.23,2.61,4.32,4.56,5.59,5.62
780,Guangzhou,23.12,113.25,26.67,83.0,75.0,3.0,CN,1596307580.0,,,,,,
781,Saint-Ambroise,48.55,-71.33,28.89,48.0,20.0,3.6,CA,1596307580.0,,,,,,
782,Rantoul,40.31,-88.16,22.22,88.0,90.0,3.1,US,1596307581.0,2.43,1.69,2.87,4.75,5.46,5.6
783,Palm Coast,29.59,-81.21,34.44,43.0,1.0,3.6,US,1596307581.0,4.8,3.34,4.89,4.35,5.54,5.48
784,Creston,41.06,-94.36,25.0,65.0,75.0,5.1,US,1596307358.0,2.87,1.8,3.21,5.35,5.61,5.78
785,Ames,42.03,-93.62,28.0,48.0,75.0,2.1,US,1596307421.0,2.63,1.68,3.02,5.16,5.5,5.69
786,Fort Payne,34.44,-85.72,30.0,55.0,75.0,5.7,US,1596307582.0,3.68,2.47,3.88,4.53,5.66,5.68
787,Pueblo,38.25,-104.61,30.56,34.0,1.0,1.91,US,1596307360.0,5.34,2.7,4.99,7.3,6.58,6.75
788,Worthington,40.09,-83.02,28.89,74.0,75.0,4.1,US,1596307582.0,2.51,1.81,3.03,4.44,5.38,5.48
789,Statesboro,32.45,-81.78,35.0,41.0,40.0,4.6,US,1596307582.0,4.15,2.84,4.34,4.41,5.64,5.63
790,Saint-Jovite,46.12,-74.6,28.0,51.0,40.0,1.5,CA,1596307324.0,,,,,,
791,Dublin,37.7,-121.94,26.67,49.0,1.0,2.1,US,1596307467.0,3.14,2.25,3.69,7.36,6.88,7.09
792,Concordia,-31.39,-58.02,25.0,57.0,27.0,4.1,AR,1596307566.0,,,,,,
793,Gravelbourg,49.88,-106.55,24.8,33.0,0.0,3.76,CA,1596307583.0,,,,,,
794,Brewster,41.4,-73.62,32.22,45.0,20.0,3.1,US,1596307583.0,3.22,1.98,3.63,4.25,5.17,5.31
795,Lufkin,31.34,-94.73,31.67,66.0,40.0,0.81,US,1596307583.0,3.61,2.64,3.87,5.36,6.06,6.04
796,Campbellsville,37.34,-85.34,28.0,65.0,40.0,5.1,US,1596307549.0,2.79,2.0,3.22,4.86,5.69,5.77
797,Claremore,36.31,-95.62,28.89,36.0,40.0,2.6,US,1596307583.0,3.89,2.45,4.06,6.1,6.16,6.25
798,Saint-Raymond,45.47,-73.61,30.56,51.0,20.0,2.1,CA,1596307584.0,,,,,,
799,Liberty,31.83,-81.5,35.0,49.0,75.0,2.6,US,1596307584.0,4.28,2.94,4.44,4.48,5.64,5.61
800,Terrell,32.74,-96.28,32.22,48.0,75.0,3.6,US,1596307498.0,4.02,2.71,4.16,5.91,6.24,6.25
801,Port Huron,42.97,-82.42,27.0,57.0,40.0,2.1,US,1596307584.0,2.29,1.59,2.84,4.54,5.26,5.42
802,Brawley,32.98,-115.53,38.89,45.0,1.0,6.7,US,1596307584.0,6.24,3.55,5.81,8.13,7.09,7.09
803,San Clemente,33.43,-117.61,26.67,78.0,0.0,2.24,US,1596307455.0,4.14,3.06,4.73,5.4,6.37,6.43
804,Carpinteria,34.4,-119.52,38.89,22.0,0.0,0.45,US,1596307584.0,4.66,3.04,4.91,5.83,6.29,6.32
805,Nogales,31.31,-110.94,33.89,38.0,1.0,2.64,MX,1596307585.0,7.16,3.82,6.14,6.07,6.0,5.93
806,Lethbridge,49.7,-112.82,25.0,61.0,75.0,5.7,CA,1596307538.0,,,,,,
807,Cuauhtémoc,28.42,-106.87,27.22,44.0,7.0,1.34,MX,1596307585.0,,,,,,
808,Macamic,48.75,-79.0,28.0,45.0,75.0,4.1,CA,1596307585.0,,,,,,
809,Conroe,30.31,-95.46,30.56,70.0,1.0,3.6,US,1596307585.0,3.62,2.74,3.94,4.76,5.8,5.75
810,Nacogdoches,31.6,-94.63,31.67,66.0,75.0,3.0,US,1596307586.0,3.59,2.62,3.85,5.31,6.03,6.01
811,La Plata,-34.92,-57.95,21.0,64.0,20.0,6.2,AR,1596307323.0,,,,,,
812,Carson City,39.16,-119.77,30.0,7.0,1.0,2.6,US,1596307502.0,4.63,2.4,4.45,9.36,7.26,7.46
813,Elizabethtown,37.69,-85.86,28.33,78.0,40.0,5.1,US,1596307586.0,2.82,1.99,3.24,5.07,5.74,5.83
814,Poquoson,37.12,-76.35,31.0,84.0,20.0,3.1,US,1596307586.0,3.85,2.4,4.06,4.79,5.63,5.71
815,Levelland,33.59,-102.38,32.78,29.0,20.0,2.6,US,1596307586.0,5.83,3.32,5.44,6.99,6.74,6.75
816,Slidell,30.28,-89.78,32.78,62.0,20.0,3.1,US,1596307587.0,3.84,2.92,4.21,4.53,5.64,5.6
817,Sulphur Springs,33.14,-95.6,31.11,42.0,40.0,3.1,US,1596307587.0,3.83,2.62,4.03,5.9,6.21,6.22
818,Fairhope,30.52,-87.9,31.67,74.0,1.0,2.6,US,1596307587.0,3.9,2.91,4.23,4.43,5.56,5.52
819,Cheney,47.49,-117.58,28.0,32.0,75.0,2.1,US,1596307336.0,1.83,1.06,2.12,7.43,6.23,6.75
820,Pulaski,34.77,-92.3,28.89,54.0,75.0,4.6,US,1596307587.0,3.36,2.37,3.7,5.45,5.99,6.04
821,Northfield,44.46,-93.16,28.0,50.0,75.0,2.6,US,1596307587.0,2.16,1.41,2.61,5.15,5.33,5.58
822,Sikeston,36.88,-89.59,22.0,83.0,90.0,4.1,US,1596307588.0,3.12,2.14,3.47,5.53,5.97,6.07
823,Binghamton,42.1,-75.92,30.56,44.0,75.0,2.6,US,1596307289.0,2.95,1.78,3.27,4.16,5.12,5.23
824,Mandeville,18.04,-77.51,32.0,66.0,40.0,4.6,JM,1596307588.0,,,,,,
825,Sebring,27.5,-81.44,33.0,52.0,90.0,5.1,US,1596307588.0,5.11,3.65,5.16,4.22,5.52,5.44
826,Stephenville,32.22,-98.2,31.67,35.0,1.0,2.6,US,1596307512.0,4.71,3.0,4.66,6.19,6.29,6.27
827,Mina,26.0,-100.53,28.33,61.0,75.0,7.2,MX,1596307588.0,,,,,,
828,Hawkesbury,45.6,-74.62,30.0,51.0,40.0,1.5,CA,1596307589.0,,,,,,
829,Belton,38.81,-94.53,27.78,44.0,20.0,4.1,US,1596307589.0,3.56,2.19,3.82,5.45,5.72,5.84
830,Cordele,31.96,-83.78,34.44,52.0,1.0,3.1,US,1596307581.0,4.3,2.91,4.43,4.55,5.72,5.72
831,Statesville,35.78,-80.89,31.11,66.0,75.0,2.1,US,1596307589.0,4.32,2.62,4.36,4.65,5.71,5.76
832,Bullhead City,35.15,-114.57,43.33,12.0,20.0,6.2,US,1596307589.0,5.98,3.24,5.57,7.99,6.99,7.06
833,Shawville,45.6,-76.48,31.67,39.0,49.0,0.6,CA,1596307589.0,,,,,,
834,Oxbow,49.23,-102.17,24.44,52.0,8.0,4.47,CA,1596307590.0,,,,,,
835,Spring Hill,28.48,-82.53,35.0,46.0,1.0,3.6,US,1596307590.0,4.91,3.47,4.99,4.16,5.4,5.33
836,Bloomsburg,41.0,-76.45,31.11,45.0,79.0,2.21,US,1596307590.0,2.63,1.81,3.15,4.04,5.15,5.24
837,Gravenhurst,44.92,-79.37,28.0,45.0,90.0,1.5,CA,1596307590.0,,,,,,
838,Portsmouth,50.8,-1.09,20.56,76.0,2.0,6.14,GB,1596307590.0,,,,,,
839,Bellevue,47.61,-122.2,19.44,72.0,90.0,1.8,US,1596307509.0,1.17,0.95,1.68,5.91,5.38,5.73
840,Port Charlotte,26.98,-82.09,35.0,49.0,40.0,6.7,US,1596307591.0,5.14,3.72,5.22,4.33,5.57,5.49
841,Zion,42.45,-87.83,25.0,78.0,40.0,3.6,US,1596307591.0,2.48,1.68,3.0,4.62,5.26,5.43
842,Pierreville,46.07,-72.81,28.89,48.0,1.0,4.6,CA,1596307591.0,,,,,,
843,Ingleside,27.88,-97.21,33.0,66.0,1.0,3.1,US,1596307591.0,3.46,2.94,4.0,5.86,6.38,6.3
844,Ontario,34.06,-117.65,37.22,10.0,20.0,2.6,US,1596307370.0,4.6,3.06,4.9,7.64,7.22,7.31
845,San Marcos,33.14,-117.17,27.78,77.0,1.0,5.1,US,1596307352.0,5.11,3.26,5.19,7.2,6.99,7.05
846,La Paz,-16.5,-68.15,18.0,10.0,29.0,3.6,BO,1596307592.0,,,,,,
847,LaBelle,26.76,-81.44,36.11,55.0,75.0,4.1,US,1596307592.0,5.26,3.72,5.21,4.27,5.55,5.46
848,Plainview,40.78,-73.47,31.11,54.0,90.0,3.6,US,1596307592.0,3.14,1.97,3.54,4.49,5.33,5.47
849,Magog,45.27,-72.15,26.67,54.0,40.0,3.1,CA,1596307592.0,,,,,,
850,,,,,,,,,,,,,,,
851,North Adams,42.7,-73.11,29.44,39.0,1.0,2.1,US,1596307592.0,2.81,1.71,3.18,4.1,4.94,5.07
852,Lower Burrell,40.55,-79.76,26.0,74.0,75.0,3.6,US,1596307593.0,2.61,1.81,3.1,4.14,5.23,5.33
853,Stirling,56.12,-3.94,16.67,72.0,75.0,0.89,GB,1596307593.0,,,,,,
854,Keller,32.93,-97.25,32.22,43.0,75.0,3.1,US,1596307593.0,4.36,2.84,4.43,6.31,6.38,6.39
855,Clovis,36.83,-119.7,33.33,28.0,1.0,1.29,US,1596307581.0,2.44,2.1,3.21,8.23,7.21,7.38
856,Moosomin,50.13,-101.67,23.51,43.0,0.0,4.16,CA,1596307383.0,,,,,,
857,Tupelo,34.26,-88.7,27.0,65.0,90.0,5.1,US,1596307500.0,3.41,2.41,3.73,5.09,5.9,5.94
858,Marlton,39.89,-74.92,32.78,40.0,1.0,2.57,US,1596307594.0,3.32,2.05,3.64,4.25,5.27,5.36
859,East Wenatchee Bench,47.43,-120.28,30.0,26.0,1.0,5.1,US,1596307594.0,2.05,1.17,2.4,7.28,6.3,6.86
860,Bagotville,-28.98,153.42,9.44,93.0,90.0,2.78,AU,1596307594.0,,,,,,
861,Moses Lake,47.13,-119.28,29.0,26.0,1.0,2.6,US,1596307328.0,2.19,1.18,2.44,7.93,6.48,7.06
862,Cutler Bay,25.58,-80.34,32.0,66.0,20.0,10.8,US,1596307594.0,5.5,3.92,5.4,4.5,5.73,5.62
863,Chowchilla,37.12,-120.26,30.0,23.0,1.0,5.1,US,1596307594.0,2.29,2.03,3.09,8.16,7.2,7.38
864,Minden,52.28,8.92,25.0,69.0,75.0,2.1,DE,1596307492.0,,,,,,
865,Bryan,30.67,-96.37,33.33,62.0,75.0,3.45,US,1596307595.0,3.8,2.79,4.06,5.44,6.11,6.07
866,Columbus,39.96,-83.0,28.89,78.0,75.0,2.6,US,1596307589.0,2.56,1.82,3.06,4.44,5.36,5.46
867,Carman,49.5,-98.0,24.44,51.0,0.0,3.58,CA,1596307595.0,,,,,,
868,Bloomfield,40.81,-74.19,33.89,29.0,1.0,2.6,US,1596307595.0,3.33,2.03,3.7,4.17,5.15,5.26
869,Hickory,35.73,-81.34,32.22,62.0,1.0,4.1,US,1596307595.0,4.32,2.64,4.39,4.38,5.58,5.61
870,Orangeburg,33.49,-80.86,32.0,83.0,1.0,3.6,US,1596307595.0,4.31,2.82,4.43,4.38,5.59,5.6
871,St. Pete Beach,27.73,-82.74,36.11,55.0,1.0,4.1,US,1596307434.0,5.15,3.63,5.17,4.88,5.84,5.77
872,Moorpark,34.29,-118.88,38.89,20.0,0.0,3.13,US,1596307425.0,4.88,3.08,5.02,7.93,7.21,7.29
873,Sedro-Woolley,48.5,-122.24,22.0,64.0,75.0,3.6,US,1596307595.0,1.45,0.95,1.85,5.01,5.2,5.57
874,Mattoon,39.48,-88.37,19.44,93.0,90.0,5.7,US,1596307561.0,2.67,1.84,3.09,5.14,5.64,5.77
875,Durango,24.83,-104.83,24.75,46.0,87.0,5.3,MX,1596307401.0,,,,,,
876,Atoka,34.4,-96.02,30.56,48.0,1.0,1.5,US,1596307596.0,3.96,2.59,4.11,6.09,6.21,6.25
877,Deming,32.27,-107.76,33.0,21.0,1.0,2.6,US,1596307596.0,7.05,3.74,6.11,6.86,6.6,6.57
878,Maumelle,34.87,-92.4,28.89,60.0,3.0,0.89,US,1596307597.0,3.42,2.37,3.72,5.47,6.01,6.06
879,Rio Grande City,26.38,-98.82,32.78,69.0,99.0,0.45,US,1596307597.0,4.01,3.27,4.41,6.2,6.51,6.38
880,Casas Grandes,30.37,-107.95,32.22,35.0,0.0,3.13,MX,1596307597.0,,,,,,
881,Delta,5.5,6.0,23.69,79.0,4.0,2.09,NG,1596307597.0,,,,,,
882,Crawfordsville,40.04,-86.87,21.67,93.0,90.0,3.6,US,1596307597.0,2.48,1.77,2.97,4.68,5.46,5.59
883,Cody,44.53,-109.06,27.78,41.0,1.0,4.1,US,1596307597.0,3.77,1.79,3.82,6.97,6.01,6.29
884,Pullman,46.73,-117.18,27.78,32.0,1.0,2.6,US,1596307516.0,2.23,1.16,2.4,7.29,6.25,6.75
885,Fort Myers Beach,26.45,-81.95,35.0,46.0,20.0,6.2,US,1596307433.0,5.75,3.92,5.52,4.79,5.82,5.75
886,Bayonet Point,28.33,-82.68,36.11,47.0,0.0,2.65,US,1596307598.0,4.97,3.51,5.04,4.25,5.48,5.41
887,Anaconda,46.13,-112.94,27.0,34.0,1.0,1.53,US,1596307598.0,2.84,1.45,3.06,6.61,5.86,6.18
888,Sweetwater,25.76,-80.37,32.22,59.0,40.0,6.7,US,1596307598.0,5.19,3.79,5.21,4.25,5.53,5.42
889,Castaños,26.78,-101.42,29.0,51.0,40.0,4.19,MX,1596307598.0,,,,,,
890,Kingsport,36.55,-82.56,31.11,62.0,75.0,1.5,US,1596307598.0,3.41,2.28,3.71,4.51,5.69,5.75
891,Azle,32.9,-97.55,32.0,43.0,40.0,3.1,US,1596307599.0,4.5,2.88,4.5,6.17,6.29,6.29
